,rewire_id,lime_output_token,SHAP_value_token,lime_output_target,SHAP_value_target,True_count_tokens,True_count_target,SHAP_token_count,ratio_SHAP_token_detection,SHAP_token_FN,SHAP_token_FP,SHAP_token_TP,SHAP_token_precision,SHAP_token_recall,SHAP_token_f1,SHAP_target_count,ratio_SHAP_target_detection,SHAP_target_TP,SHAP_target_FP,SHAP_target_FN,SHAP_target_precision,SHAP_target_recall,SHAP_target_f1,lime_tokens_count,ratio_LIME_token_detection,lime_token_TP,lime_token_FP,lime_token_FN,lime_token_precision,lime_token_recall,lime_token_f1,lime_target_count,ratio_LIME_target_detection,lime_target_TP,lime_target_FP,lime_target_FN,lime_target_precision,lime_target_recall,lime_target_f1
212,sexism2022_english-8826,"[(""hoes"", 0.33613137108859187), (""bitch"", 0.32932918079982804), (""simps"", 0.016037876224409327), (""comments"", 0.014107690183200093), (""likes"", 0.013630986092997512), (""stupid"", 0.011874813201039787), (""lame"", 0.01084160969017217), (""saying"", 0.006670645316635103), (""bet"", -0.006734705216429609), (""fucking"", -0.011348751449182173)]","[""thinks "", ""edgy "", ""bet "", ""got "", ""saying "", ""comments""]","[(""bitch"", 0.020395667817111614), (""retarded"", 0.016491161699744312), (""ass"", 0.014160861075699258), (""dumb"", 0.013848811243582082), (""saying"", 0.011179621669108101), (""lame"", 0.010544219967018025), (""stupid"", 0.0098307336131524), (""hoes"", 0.008855711825526025), (""edgy"", 0.0074722885498836765), (""simps"", -0.004083751711561474)]","["""", ""the "", ""stupid "", ""bitch "", ""thinks "", ""she"", ""s "", ""ed"", ""gy "", ""and "", ""a "", ""bad "", ""ass"", ""these "", ""h"", ""oes "", ""are "", ""so "", ""fucking "", ""lame"", "". "", ""bet "", ""the "", ""dumb "", ""bitch "", ""got "", ""20"", "","", ""000 "", ""likes "", ""and "", ""sim"", ""ps "", ""saying "", ""retarded "", ""shit "", ""in "", ""her "", ""comments"", ""."", """"]",26.0,1.0,2.0,0.07692307692307693,24.0,4.0,2.0,0.3333333333333333,0.07692307692307693,0.125,0.0,0.0,0.0,35.0,1.0,0.0,0.0,0.0,3.0,0.11538461538461539,3.0,7.0,22.0,0.3,0.12,0.17142857142857143,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0
213,sexism2022_english-8459,"[(""remain"", 0.0012573823970270482), (""years"", 0.0005767996284296198), (""whole"", 0.00042424175516170173), (""let"", 0.00017583124369083435), (""habitat"", -0.00015835093659748918), (""3"", -0.0006291388683143617), (""done"", -0.000728392362301142), (""streets"", -0.0008386635175759857), (""dont"", -0.0013808510532652028)]","[""dont "", ""3 "", ""whole "", ""remain "", ""habitat""]","[(""remain"", 0.028759491039346434), (""whole"", 0.015469770308529692), (""let"", 0.015193554994110549), (""done"", 0.0149237498155417), (""streets"", 0.014426587849238236), (""years"", 0.008358939698274986), (""3"", 0.0072294222077753136), (""dont"", 0.0006621842607996802), (""habitat"", -0.0034795905645626356)]","["""", ""you "", ""dont"", "". "", ""she "", ""has "", ""done "", ""3 "", ""whole "", ""years "", ""on "", ""the "", ""streets"", "". "", ""let "", ""her "", ""remain "", ""in "", ""her "", ""habitat"", """"]",9.0,1.0,2.0,0.2222222222222222,7.0,3.0,2.0,0.4,0.2222222222222222,0.2857142857142857,0.0,0.0,0.0,17.0,1.0,0.0,0.0,0.0,2.0,0.2222222222222222,2.0,7.0,5.0,0.2222222222222222,0.2857142857142857,0.25,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0
214,sexism2022_english-12267,"[(""women"", 0.26961140742243905), (""instill"", 0.2358627763006521), (""feminists"", 0.15932154144477031), (""constant"", 0.09893516006521226), (""hate"", 0.09410001162264559), (""yes"", 0.08278743665491467), (""new"", 0.046135889741627176), (""playing"", -0.009117883862273845), (""fears"", -0.11543258061838867), (""remains"", -0.12951415367330563)]","[""new "", ""constant "", ""feminists "", ""women "", ""instill ""]","[(""women"", 0.043424097174947295), (""feminists"", 0.0320574497288679), (""hate"", 0.028478857159789928), (""instill"", 0.022430617196972872), (""fears"", 0.014413764870174957), (""new"", 0.00805380260006824), (""constant"", 0.006475621556301814), (""playing"", 0.006131692429643198), (""remains"", 0.001128706016817497), (""yes"", -0.005403750206012582)]","["""", ""yes"", "", "", ""it "", ""is "", ""new"", "". "", ""what "", ""remains "", ""constant "", ""is "", ""that "", ""feminists "", ""are "", ""playing "", ""to "", ""the "", ""fears "", ""of "", ""women "", ""to "", ""inst"", ""ill "", ""hate"", ""."", """"]",8.0,1.0,0.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,20.0,0.0,0.047619047619047616,1.0,0.0909090909090909,0.0,0.0,0.0,10.0,7.0,0.0,0.0,0.0,1.0,1.0,1.0,9.0,0.0,0.1,1.0,0.18181818181818182
233,sexism2022_english-9502,"[(""raped"", 0.11988972880345845), (""anything"", 0.09447621425081493), (""wrecked"", 0.07592502206585942), (""girl"", 0.07362329049224776), (""finest"", 0.03711899115855676), (""remember"", 0.03416041007394643), (""ca"", 0.017632099874501504), (""got"", 0.01716037714635301), (""cps"", -0.037514115424259316), (""supposition"", -0.12368290143616212)]","[""girl "", ""got "", ""ca "", ""remember "", ""anything "", ""cps "", ""finest""]","[(""remember"", 0.019660723653943807), (""wrecked"", 0.017584399150811288), (""raped"", 0.014063145314260379), (""supposition"", 0.014054438670304304), (""got"", 0.007274742556810952), (""girl"", 0.0056855409148415135), (""finest"", 0.005418143599256224), (""ca"", 0.0033105679671020954), (""anything"", 0.000555538780928966), (""cps"", -0.004826406525275029)]","["""", ""this "", ""girl "", ""got "", ""wrecked"", "", "", ""can"", ""t "", ""remember "", ""anything "", ""at "", ""all"", ""and "", ""ass"", ""umes"", ""she "", ""was "", ""raped"", ""? "", ""c"", ""ps "", ""supp"", ""osition "", ""at "", ""it"", ""s "", ""finest""]",4.0,1.0,2.0,0.5,2.0,5.0,2.0,0.2857142857142857,0.5,0.36363636363636365,0.0,0.0,0.0,25.0,1.0,0.0,0.0,0.0,2.0,0.5,2.0,8.0,2.0,0.2,0.5,0.28571428571428575,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0
234,sexism2022_english-14596,"[(""women"", 0.04837714326731796), (""shtick"", 0.03437042630274666), (""comedy"", 0.027035926834071997), (""groping"", -0.0277946531826141), (""goys"", -0.050825796901729677)]","[""goys "", ""comedy ""]","[(""women"", 0.030378682702786486), (""goys"", 0.026996607365176905), (""groping"", 0.02403948768837058), (""comedy"", 0.02011604157517276), (""shtick"", 0.013739094429285975)]","["""", """""", ""it"", """"s "", ""not "", ""the "", ""same "", ""go"", ""ys"", "". "", ""grop"", ""ing "", ""women "", ""is "", ""my "", ""comedy "", ""sh"", ""tick"", """""", """"]",3.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0
235,sexism2022_english-8159,"[(""fucked"", 0.0040814331401153), (""lmao"", 0.003854193609355503), (""life"", 0.0017989743080280994), (""redpilled"", 0.0014848728707706148), (""old"", 0.0012503369837803212), (""oneitis"", 0.0009949296445546445), (""video"", -0.0015896949111154034), (""remember"", -0.0017816723922069076), (""across"", -0.0018685627991896026), (""dudes"", -0.0040845846777356545)]","[""remember "", ""therapist "", ""across "", ""getting "", ""believe "", ""redpilled "", ""life "", ""one""]","[(""therapist"", 0.018120706438296434), (""black"", 0.01651559483263714), (""dudes"", 0.015825018796358385), (""old"", 0.014116586661593787), (""across"", 0.012323607375003608), (""humongous"", 0.011198324214354799), (""stumbling"", 0.008745506469807759), (""believe"", 0.0058694070178201925), (""two"", 0.0053239640611309706), (""life"", 0.005268446445375207)]","["""", ""l"", ""ma"", ""o "", ""this "", ""is "", ""fucked"", "". "", ""i "", ""remember "", ""having "", ""one"", ""itis "", ""for "", ""my "", ""old "", ""therapist "", ""and "", ""then "", ""stumbling "", ""across "", ""a "", ""video "", ""of "", ""her "", ""getting "", ""trained "", ""by "", ""two "", ""black "", ""hum"", ""ong"", ""ous "", ""dudes"", "". "", ""hard "", ""to "", ""believe"", "", "", ""but "", ""i"", ""m "", ""red"", ""p"", ""illed "", ""for "", ""life "", ""after "", ""that "", ""one"", ""."", """"]",23.0,2.0,4.0,0.17391304347826086,19.0,4.0,4.0,0.5,0.17391304347826086,0.25806451612903225,1.0,0.5,1.0,44.0,1.0,0.022222222222222223,0.5,0.0425531914893617,2.0,0.08695652173913043,2.0,8.0,17.0,0.2,0.10526315789473684,0.13793103448275862,1.0,0.5,1.0,9.0,1.0,0.1,0.5,0.16666666666666669
236,sexism2022_english-13544,"[(""woman"", 0.30242874571168693), (""dick"", 0.23236001296512215), (""free"", 0.10869351502390533), (""lot"", 0.1066729213850115), (""knows"", -0.027615218648163683)]","[""woman "", ""dick""]","[(""free"", 0.024525083392274744), (""woman"", 0.02357046473523566), (""dick"", 0.01524380445419922), (""knows"", 0.011926552244535699), (""lot"", 0.00944617706320168)]","["""", ""this "", ""woman "", ""knows "", ""a "", ""lot "", ""about "", ""free "", ""dick"", ""!"", """"]",8.0,1.0,1.0,0.125,7.0,1.0,1.0,0.5,0.125,0.2,1.0,1.0,1.0,8.0,0.0,0.1111111111111111,1.0,0.19999999999999998,3.0,0.375,3.0,2.0,4.0,0.6,0.42857142857142855,0.5,1.0,1.0,1.0,4.0,0.0,0.2,1.0,0.33333333333333337
241,sexism2022_english-10706,"[(""woman"", 0.23585301218076746), (""man"", 0.21190150437932243), (""ideology"", 0.16365467848725374), (""women"", 0.15698594164936397), (""class"", 0.10823167700726945), (""violence"", 0.09882461188048826), (""rape"", 0.09367404597206613), (""second"", 0.04382988107090939), (""decrying"", -0.11801951551609752), (""claims"", -0.18973186257435676)]","[""feminists "", ""woman "", ""feminists "", ""citizens "", ""beat "", ""man""]","[(""feminists"", 0.0190108570723947), (""man"", 0.01772141601625586), (""citizens"", 0.013161699847946738), (""rape"", 0.012568237133495369), (""women"", 0.011239130702631956), (""ideology"", 0.010781056458279219), (""decrying"", 0.010074239871689024), (""second"", 0.009153449308863762), (""class"", 0.008275495406704397), (""defend"", 0.0071244337119116515)]","["" "", ""where "", ""are "", ""the "", ""feminists "", ""dec"", ""rying "", ""the "", ""violence "", ""against "", ""this "", ""woman"", ""? "", ""why "", ""do "", ""feminists "", ""defend "", ""an "", ""ideology "", ""that "", ""claims "", ""women "", ""are "", ""second "", ""class "", ""citizens "", ""you "", ""can "", ""beat "", ""and "", ""rape "", ""if "", ""they "", ""aren"", ""t "", ""with "", ""their "", ""man"", ""?""]",24.0,2.0,4.0,0.16666666666666666,21.0,2.0,3.0,0.6,0.125,0.20689655172413793,0.0,0.0,0.0,34.0,2.0,0.0,0.0,0.0,5.0,0.20833333333333334,5.0,5.0,18.0,0.5,0.21739130434782608,0.30303030303030304,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0
245,sexism2022_english-2524,"[(""sex"", 0.0081572638696406), (""marriage"", 0.003973054665005013), (""lifetime"", 0.0019727294825875948), (""husband"", 0.0017315590426385233), (""future"", 0.0009045050195446869), (""wo"", 0.0004911207943762256), (""much"", -0.0006411602007782311), (""anywhere"", -0.0006998093269136316), (""bet"", -0.003332645724644388), (""near"", -0.0033761327691267428)]","[""future "", ""husband "", ""sex ""]","[(""husband"", 0.043402729053929175), (""anywhere"", 0.019345080299418345), (""future"", 0.018328746099590853), (""near"", 0.01772869563314482), (""much"", 0.014846192015384646), (""sex"", 0.012348968425037065), (""marriage"", 0.011137633284157596), (""wo"", 0.00932032368260059), (""bet"", 0.008036022135592093), (""lifetime"", 0.0003034196756398319)]","["""", ""i "", ""bet "", ""her "", ""future "", ""husband "", ""won"", ""t "", ""have "", ""anywhere "", ""near "", ""that "", ""much "", ""sex "", ""during "", ""his "", ""marriage "", ""lifetime "", ""with "", ""her"", ""."", """"]",18.0,1.0,3.0,0.16666666666666666,14.0,0.0,3.0,1.0,0.17647058823529413,0.3,2.0,2.0,1.0,18.0,0.0,0.05263157894736842,1.0,0.1,5.0,0.2777777777777778,5.0,5.0,8.0,0.5,0.38461538461538464,0.4347826086956522,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0
247,sexism2022_english-10418,"[(""woman"", 0.19197606520347055), (""fuck"", 0.06487423726960842), (""shit"", -0.016491567683588206), (""holy"", -0.3127337481721648)]","[""holy "", ""woman""]","[(""woman"", 0.02918108892778582), (""shit"", 0.0072617086818587764), (""holy"", 0.004416362521420076), (""fuck"", 0.0015026246812800189)]","["""", ""holy "", ""shit "", ""fuck "", ""that "", ""woman"", ""."", """"]",5.0,1.0,2.0,0.4,3.0,0.0,2.0,1.0,0.4,0.5714285714285715,1.0,1.0,1.0,5.0,0.0,0.16666666666666666,1.0,0.2857142857142857,2.0,0.4,2.0,2.0,1.0,0.5,0.6666666666666666,0.5714285714285715,1.0,1.0,1.0,3.0,0.0,0.25,1.0,0.4
257,sexism2022_english-152,"[(""whore"", 0.9593141380507911), (""degenerate"", 0.0036760789650041956), (""ugly"", 0.00339598799401088), (""utterly"", 0.002641869721085318), (""destroy"", 0.0022174449515159965), (""never"", 0.001958905403428592), (""ask"", 0.0017042023944355304), (""hard"", 0.001242005833968763), (""confidence"", 0.0005748425062446606), (""anyone"", -0.0006027395891082298)]","[""ask "", ""hard "", ""confidence "", ""utterly""]","[(""degenerate"", 0.03682639285076069), (""whore"", 0.02466413422816745), (""ugly"", 0.01937850787489218), (""destroy"", 0.01613792064283176), (""deny"", 0.00849801876662363), (""anyone"", 0.007838855366435863), (""confidence"", 0.005234227971800448), (""utterly"", 0.004546925147178567), (""ask"", 0.0019467652298152656), (""hard"", -0.001354758565531028)]","["""", ""i "", ""will "", ""never "", ""ask "", ""anyone "", ""out"", "". "", ""they "", ""will "", ""have "", ""to "", ""do "", ""so"", "", "", ""and "", ""i "", ""will "", ""deny "", ""any "", ""ugly "", ""degener"", ""ate "", ""whore "", ""so "", ""hard"", "", "", ""to "", ""destroy "", ""her "", ""confidence "", ""utterly"", ""."", """"]",14.0,1.0,3.0,0.21428571428571427,11.0,1.0,3.0,0.75,0.21428571428571427,0.3333333333333333,1.0,1.0,1.0,24.0,0.0,0.04,1.0,0.07692307692307693,7.0,0.5,7.0,3.0,7.0,0.7,0.5,0.5833333333333334,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0
266,sexism2022_english-8227,"[(""women"", 0.4298064865125967), (""face"", 0.15110910073344902), (""fucking"", 0.13440764289879265), (""well"", 0.1296215136043355), (""used"", 0.09808891345053336), (""alcoholic"", 0.08365065776091182), (""strength"", 0.04561470233852557), (""hated"", -0.03378696377674626), (""lifting"", -0.065143066950273), (""weight"", -0.06675108159129099)]","[""well "", ""used "", ""strength "", ""women "", ""belly "", ""gymmaxxed "", ""lifting "", ""face""]","[(""women"", 0.016297535478468527), (""fat"", 0.015326255864170876), (""weight"", 0.013957114104346876), (""hated"", 0.0108162306850458), (""alcoholic"", 0.009641420498386273), (""skinny"", 0.00924320190426152), (""fix"", 0.007894808504323477), (""lifting"", 0.0071960526957835355), (""strength"", 0.006493779187153733), (""lost"", 0.006051976582548728)]","["""", ""well "", ""i "", ""used "", ""to "", ""be "", ""fat "", ""skinny"", "", "", ""and "", ""i "", ""fucking "", ""hated "", ""it"", "". "", ""i "", ""had "", ""the "", ""strength "", ""of "", ""a "", ""women "", ""but "", ""belly "", ""of "", ""an "", ""alcoholic"", "". "", ""lost "", ""weight "", ""and "", ""gy"", ""mm"", ""ax"", ""x"", ""ed "", ""but "", ""no "", ""weight "", ""lifting "", ""can "", ""fix "", ""your "", ""face"", """"]",14.0,1.0,2.0,0.14285714285714285,12.0,6.0,2.0,0.25,0.14285714285714285,0.18181818181818182,1.0,1.0,1.0,35.0,0.0,0.027777777777777776,1.0,0.05405405405405406,1.0,0.07142857142857142,1.0,9.0,11.0,0.1,0.08333333333333333,0.0909090909090909,1.0,1.0,1.0,9.0,0.0,0.1,1.0,0.18181818181818182
270,sexism2022_english-16248,"[(""prostitutes"", 0.3945957357282288), (""waste"", 0.2257582438107565), (""girl"", 0.17202271339722428), (""girls"", 0.13258642561852182), (""every"", 0.05824037839953979), (""know"", 0.04793441259141019), (""time"", -0.03995078128683901), (""tinder"", -0.05022274587748765), (""concluded"", -0.05951111967352818), (""bots"", -0.06359336945170217)]","[""know "", ""every "", ""swipes "", ""girls "", ""concluded "", ""tinder "", ""time""]","[(""girl"", 0.023408938197723196), (""waste"", 0.01999921684261489), (""girls"", 0.018177939563909267), (""prostitutes"", 0.016464793601481096), (""black"", 0.013059629698983272), (""every"", 0.012185620355192283), (""bots"", 0.010791062213700497), (""except"", 0.009964544551221118), (""concluded"", 0.006659600059714902), (""swipes"", -0.01240496640163837)]","["""", ""i "", ""don"", ""t "", ""know "", ""about "", ""you"", "", "", ""but "", ""every "", ""girl "", ""on "", ""there "", ""sw"", ""ipes "", ""no "", ""for "", ""me "", ""except "", ""for "", ""the "", ""bots"", "", "", ""prostitutes "", ""and "", ""fat"", ""/"", ""ug"", ""ly "", ""black "", ""girls"", "". "", ""from "", ""this "", ""i"", ""ve "", ""concluded "", ""that "", ""t"", ""inder "", ""is "", ""a "", ""waste "", ""of "", ""time"", """"]",17.0,5.0,3.0,0.17647058823529413,13.0,4.0,3.0,0.42857142857142855,0.1875,0.26086956521739124,0.0,0.0,0.0,40.0,5.0,0.0,0.0,0.0,4.0,0.23529411764705882,4.0,6.0,11.0,0.4,0.26666666666666666,0.32,0.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0
271,sexism2022_english-14084,"[(""woman"", 0.05910331201320203), (""makes"", 0.036107078693755304), (""believe"", 0.012553690859334759), (""almost"", -0.012533494361481054), (""reptilian"", -0.020580856317526545), (""icke"", -0.02744411645011091), (""theory"", -0.03948371597474898), (""david"", -0.06414402810351846)]","[""woman "", ""makes "", ""david "", ""reptilian ""]","[(""reptilian"", 0.021856927341098425), (""david"", 0.019597189791154556), (""woman"", 0.01474188805945706), (""almost"", 0.01224671984610931), (""believe"", 0.011755739323862589), (""makes"", 0.009006891910623992), (""icke"", 0.007089678259412474), (""theory"", 0.003931904481357099)]","["""", ""this "", ""woman "", ""makes "", ""me "", ""almost "", ""believe "", ""in "", ""david "", ""ic"", ""ke"", ""’"", ""’"", ""s "", ""rept"", ""ilian "", ""theory"", ""."", """"]",11.0,1.0,4.0,0.36363636363636365,7.0,0.0,4.0,1.0,0.36363636363636365,0.5333333333333333,1.0,1.0,1.0,15.0,0.0,0.0625,1.0,0.11764705882352941,3.0,0.2727272727272727,3.0,5.0,4.0,0.375,0.42857142857142855,0.39999999999999997,1.0,1.0,1.0,7.0,0.0,0.125,1.0,0.2222222222222222
273,sexism2022_english-16640,"[(""chick"", 0.35712549142098887), (""shit"", 0.30090164408429204), (""learned"", 0.15415883411782266), (""warts"", 0.1420663770664106), (""reading"", 0.03746347589885582), (""cum"", 0.029917589121558796), (""know"", 0.027918247570664495), (""already"", 0.025532416391693027), (""favor"", -0.027859217473459902), (""holy"", -0.1358369883471989)]","[""holy "", ""reading "", ""comments "", ""genital "", ""know "", ""chick "", ""learned ""]","[(""shit"", 0.022174608337670505), (""know"", 0.018323521565029834), (""us"", 0.01710986007313896), (""warts"", 0.015143210623960785), (""chick"", 0.014754824370077099), (""already"", 0.014417489206668901), (""clearly"", 0.014310965612665814), (""cum"", 0.008020003702065827), (""genital"", 0.007919516239027643), (""comments"", 0.00751805700247239)]","["""", ""holy "", ""shit"", "", "", ""i"", ""’"", ""’"", ""m "", ""reading "", ""some "", ""shit "", ""on "", ""your "", ""other "", ""comments "", ""about "", ""her "", ""having "", ""genital "", ""w"", ""arts"", ""? "", ""you "", ""know "", ""what"", "", "", ""do "", ""us "", ""all "", ""a "", ""favor "", ""and "", ""just "", ""cum "", ""in "", ""this "", ""chick "", ""already"", "". "", ""you "", ""clearly "", ""haven"", ""’"", ""’"", ""t "", ""learned "", ""shit "", ""here"", ""."", """"]",5.0,1.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,39.0,0.0,0.025,1.0,0.04878048780487806,1.0,0.2,1.0,9.0,4.0,0.1,0.2,0.13333333333333333,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0
279,sexism2022_english-14477,"[(""raped"", 0.25466088418464095), (""deserve"", 0.16399065924740133), (""dead"", 0.12714788879662292), (""get"", 0.05820992612133755), (""false"", 0.042016774914138015), (""accuser"", 0.03711738111718076), (""empathy"", 0.02756025456840144), (""registry"", -0.009677862867483504), (""though"", -0.10656724287435922)]","[""registry "", ""deserve "", ""get "", ""though "", ""empathy ""]","[(""raped"", 0.03710203971898406), (""accuser"", 0.022313399946336222), (""deserve"", 0.019342443990690895), (""get"", 0.012230122051054703), (""dead"", 0.009087894426884006), (""though"", 0.006771518844477189), (""registry"", 0.003843530111031992), (""false"", -0.002214409032811604), (""empathy"", -0.008440054846956263)]","["""", ""i "", ""am "", ""with "", ""you "", ""on "", ""the "", ""false "", ""accuser "", ""registry"", "". "", ""she "", ""does "", ""deserve "", ""to "", ""get "", ""raped "", ""though"", "". "", ""empathy "", ""is "", ""dead"", ""."", """"]",6.0,1.0,2.0,0.3333333333333333,4.0,3.0,2.0,0.4,0.3333333333333333,0.3636363636363636,1.0,1.0,1.0,19.0,0.0,0.05,1.0,0.09523809523809523,3.0,0.5,3.0,6.0,3.0,0.3333333333333333,0.5,0.4,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0
283,sexism2022_english-8889,"[(""fuck"", 0.020257692782191083), (""would"", -0.011579220351584587)]","[""would ""]","[(""would"", 0.022018644621464255), (""fuck"", -0.03326007920953666)]","["""", ""most "", ""here "", ""would "", ""fuck "", ""her"", ""."", """"]",5.0,1.0,1.0,0.2,4.0,0.0,1.0,1.0,0.2,0.33333333333333337,1.0,1.0,1.0,5.0,0.0,0.16666666666666666,1.0,0.2857142857142857,1.0,0.2,1.0,1.0,3.0,0.5,0.25,0.3333333333333333,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
293,sexism2022_english-14492,"[(""women"", 0.1617542643832296), (""everything"", 0.09837869287315813), (""looks"", 0.05114263647022146), (""even"", 0.04026308161087988), (""better"", 0.032477984020614276), (""comes"", 0.020572906094504583), (""men"", 0.0004314742386001683)]","[""men "", ""even "", ""comes "", ""looks""]","[(""women"", 0.0456698367421126), (""even"", 0.023283833006938988), (""men"", 0.0201315996660578), (""better"", 0.008206559640976576), (""everything"", 0.00812171464804185), (""comes"", 0.006788062992116693), (""looks"", 0.00038706359256516094)]","["""", ""men "", ""are "", ""better "", ""at "", ""everything "", ""than "", ""women"", "". "", ""even "", ""when "", ""it "", ""comes "", ""to "", ""looks"", ""."", """"]",7.0,1.0,1.0,0.14285714285714285,6.0,3.0,1.0,0.25,0.14285714285714285,0.18181818181818182,1.0,1.0,1.0,13.0,0.0,0.07142857142857142,1.0,0.13333333333333333,4.0,0.5714285714285714,4.0,3.0,3.0,0.5714285714285714,0.5714285714285714,0.5714285714285714,1.0,1.0,1.0,6.0,0.0,0.14285714285714285,1.0,0.25
302,sexism2022_english-7983,"[(""female"", 0.013582299555031816), (""men"", 0.005927559994800981), (""virile"", 0.0044821289089341295), (""ever"", 0.004253959609318522), (""sad"", 0.0017366401383930128), (""champion"", -0.0037978034575385663), (""trp"", -0.005465196018868499), (""decides"", -0.005740609770319791), (""olympic"", -0.006591539446330026), (""american"", -0.00806850333814658)]","[""day "", ""virile "", ""champion "", ""trp "", ""ever""]","[(""female"", 0.020631420128351043), (""decides"", 0.017263889932273263), (""rather"", 0.01495866808764027), (""virile"", 0.01354629802895819), (""champion"", 0.013447800018008415), (""men"", 0.01062846066023342), (""american"", 0.00992947063980492), (""sad"", 0.006326638636407087), (""important"", 0.0053184425727692865), (""trp"", -0.006315083450076898)]","["""", ""it"", ""s "", ""a "", ""sad "", ""day "", ""for "", ""men "", ""when "", ""a "", ""once "", ""vir"", ""ile"", "", "", ""gold"", ""-"", ""med"", ""al "", ""americ"", ""an "", ""o"", ""lymp"", ""ic "", ""champion "", ""decides "", ""he"", ""d "", ""rather "", ""be "", ""female"", "".."", ""tr"", ""p "", ""is "", ""more "", ""important "", ""now "", ""than "", ""ever"", ""...."", """"]",19.0,1.0,3.0,0.15789473684210525,15.0,2.0,3.0,0.6,0.16666666666666666,0.2608695652173913,1.0,1.0,1.0,37.0,0.0,0.02631578947368421,1.0,0.05128205128205127,4.0,0.21052631578947367,4.0,6.0,12.0,0.4,0.25,0.3076923076923077,1.0,1.0,1.0,9.0,0.0,0.1,1.0,0.18181818181818182
313,sexism2022_english-603,"[(""bitch"", 0.9607714351505683), (""wife"", 0.00665308485032255), (""life"", 0.004661420194907524), (""like"", 0.004020410531344096), (""forced"", 0.0028088967309251142), (""wedding"", 0.002795844754736214), (""talked"", -0.001612020774234057), (""ago"", -0.001868126180886857), (""man"", -0.0020670827123357594), (""buddy"", -0.0022208921192845062)]","[""buddy "", ""best "", ""man "", ""like "", ""3 "", ""years "", ""ago "", ""wife "", ""bitch "", ""friends ""]","[(""bitch"", 0.023483174095076005), (""man"", 0.022546133946904016), (""forced"", 0.01798867269006469), (""wife"", 0.014693283314485824), (""purge"", 0.011940283884752463), (""ago"", 0.008042606177914458), (""years"", 0.007847915546661198), (""like"", 0.00758371624726908), (""buddy"", 0.006340686139518091), (""happened"", -0.01137160504496276)]","["""", ""h"", ""app"", ""ened "", ""to "", ""my "", ""buddy "", ""too"", "", "", ""was "", ""the "", ""best "", ""man "", ""in "", ""his "", ""wedding"", "", "", ""talked "", ""to "", ""him "", ""once "", ""since "", ""and "", ""that "", ""was "", ""like "", ""3 "", ""years "", ""ago"", "". "", ""his "", ""wife "", ""is "", ""a "", ""bitch "", ""and "", ""forced "", ""him "", ""to "", ""purge "", ""all "", ""the "", ""friends "", ""of "", ""his "", ""she "", ""didn"", ""t "", ""like "", ""out "", ""of "", ""his "", ""life"", ""."", """"]",5.0,2.0,2.0,0.4,3.0,8.0,2.0,0.2,0.4,0.26666666666666666,5.0,2.5,2.0,38.0,0.0,0.05,1.0,0.09523809523809523,2.0,0.4,2.0,8.0,3.0,0.2,0.4,0.26666666666666666,1.0,0.5,1.0,9.0,1.0,0.1,0.5,0.16666666666666669
